interaction_id,customer_id,interaction_type,datetime,notes
5235,1479,Meeting,2025-10-09 00:57:00,Giới thiệu sản phẩm mới ra mắt
5236,1479,Meeting,2025-10-09 06:56:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5237,1479,Web,2025-10-09 03:44:00,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
5238,1479,Email,2025-10-09 06:22:00,Xác nhận tồn kho và thời gian giao hàng
5239,1480,Chat,2025-01-05 21:19:46,Giới thiệu sản phẩm mới ra mắt
5240,1480,Meeting,2025-08-30 23:43:02,Xác nhận tồn kho và thời gian giao hàng
5241,1480,Chat,2025-08-21 08:41:59,Phản hồi trải nghiệm sau khi mua
5242,1481,Social Media,2025-09-21 20:43:03,Xác nhận tồn kho và thời gian giao hàng
5243,1481,Meeting,2025-10-08 19:23:00,Xác nhận tồn kho và thời gian giao hàng
5244,1481,Chat,2025-10-09 01:59:00,Phản hồi trải nghiệm sau khi mua
5245,1481,Chat,2025-10-08 19:41:00,Giới thiệu sản phẩm mới ra mắt
5246,1481,Meeting,2025-10-09 01:13:00,Tư vấn combo dưỡng da
5247,1481,Call,2025-10-09 08:49:00,Tư vấn combo dưỡng da
5248,1482,Email,2025-09-20 16:48:49,Hỏi tình trạng da và gợi ý routine
5249,1482,Web,2025-02-27 01:06:51,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Son lì tông nude'; thương_hiệu='Silky'; từ_khóa='trắng da'
5250,1482,Social Media,2025-10-09 08:52:00,Tư vấn combo dưỡng da
5251,1483,Meeting,2024-04-09 08:33:36,Phản hồi trải nghiệm sau khi mua
5252,1483,Chat,2024-08-24 01:05:51,Phản hồi trải nghiệm sau khi mua
5253,1483,Web,2024-10-20 14:41:13,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
5254,1484,Social Media,2025-10-08 21:48:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5255,1485,Meeting,2024-08-14 06:29:57,Hỏi tình trạng da và gợi ý routine
5256,1485,Call,2024-03-21 18:42:35,Xác nhận tồn kho và thời gian giao hàng
5257,1485,Social Media,2024-09-03 07:28:53,Gửi mã giảm giá 10% cho đơn đầu tiên
5258,1485,Call,2024-02-19 15:54:08,Xác nhận tồn kho và thời gian giao hàng
5259,1485,Web,2024-05-09 14:02:27,hành_động='Bắt đầu thanh toán'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
5260,1485,Social Media,2024-02-19 12:13:58,Phản hồi trải nghiệm sau khi mua
5261,1486,Chat,2023-09-01 08:33:31,Tư vấn combo dưỡng da
5262,1486,Social Media,2023-05-29 14:39:32,Tư vấn combo dưỡng da
5263,1486,Meeting,2023-08-25 01:04:56,Tư vấn combo dưỡng da
5264,1486,Chat,2023-10-27 22:37:40,Hỏi tình trạng da và gợi ý routine
5265,1487,Chat,2024-04-23 08:07:51,Xác nhận tồn kho và thời gian giao hàng
5266,1487,Call,2024-08-13 11:04:09,Giới thiệu sản phẩm mới ra mắt
5267,1488,Chat,2025-08-05 00:19:45,Xác nhận tồn kho và thời gian giao hàng
5268,1488,Social Media,2025-10-09 09:08:00,Xác nhận tồn kho và thời gian giao hàng
5269,1488,Email,2025-04-16 04:10:32,Xác nhận tồn kho và thời gian giao hàng
5270,1489,Web,2023-04-02 16:29:00,hành_động='Xem sản phẩm'; sản_phẩm='Son lì tông nude'; thương_hiệu='PureLeaf'; từ_khóa='trắng da'
5271,1490,Web,2023-10-19 12:49:16,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='trị mụn'
5272,1490,Call,2023-12-16 05:35:25,Gửi mã giảm giá 10% cho đơn đầu tiên
5273,1491,Chat,2024-09-06 10:23:52,Xác nhận tồn kho và thời gian giao hàng
5274,1491,Social Media,2024-09-05 08:59:01,Phản hồi trải nghiệm sau khi mua
5275,1491,Web,2024-10-17 09:31:08,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5276,1492,Email,2024-06-24 10:00:29,Giới thiệu sản phẩm mới ra mắt
5277,1492,Call,2024-12-23 02:25:10,Giới thiệu sản phẩm mới ra mắt
5278,1492,Chat,2024-11-29 17:54:10,Gửi mã giảm giá 10% cho đơn đầu tiên
5279,1492,Web,2024-08-20 22:08:27,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
5280,1492,Call,2025-03-01 08:16:22,Tư vấn combo dưỡng da
5281,1492,Call,2025-03-23 04:53:17,Gửi mã giảm giá 10% cho đơn đầu tiên
5282,1493,Call,2024-02-01 12:23:09,Phản hồi trải nghiệm sau khi mua
5283,1493,Chat,2024-02-06 09:16:49,Phản hồi trải nghiệm sau khi mua
5284,1493,Chat,2024-01-08 03:25:58,Tư vấn combo dưỡng da
5285,1493,Meeting,2024-05-04 11:53:44,Gửi mã giảm giá 10% cho đơn đầu tiên
5286,1493,Email,2023-12-25 15:06:30,Phản hồi trải nghiệm sau khi mua
5287,1494,Call,2024-10-19 23:54:49,Giới thiệu sản phẩm mới ra mắt
5288,1495,Meeting,2025-04-19 11:39:45,Tư vấn combo dưỡng da
5289,1495,Web,2025-02-07 19:24:03,hành_động='Xem sản phẩm'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='trị mụn'
5290,1495,Web,2024-08-27 20:41:31,hành_động='Bắt đầu thanh toán'; sản_phẩm='Nước hoa hồng'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
5291,1495,Email,2025-05-13 14:21:24,Gửi mã giảm giá 10% cho đơn đầu tiên
5292,1495,Web,2025-03-11 17:42:10,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Son lì tông nude'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
5293,1495,Social Media,2025-02-04 01:29:39,Gửi mã giảm giá 10% cho đơn đầu tiên
5294,1496,Email,2024-10-21 13:37:41,Hỏi tình trạng da và gợi ý routine
5295,1497,Email,2025-04-12 00:34:22,Tư vấn combo dưỡng da
5296,1497,Social Media,2024-10-29 22:31:30,Phản hồi trải nghiệm sau khi mua
5297,1497,Chat,2024-11-26 06:47:49,Xác nhận tồn kho và thời gian giao hàng
5298,1498,Call,2025-01-31 20:22:39,Hỏi tình trạng da và gợi ý routine
5299,1498,Chat,2025-04-08 03:42:09,Giới thiệu sản phẩm mới ra mắt
5300,1498,Web,2024-12-20 17:11:48,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='PureLeaf'; từ_khóa='trị mụn'
5301,1498,Email,2025-01-26 21:40:42,Tư vấn combo dưỡng da
5302,1498,Web,2024-09-18 02:58:45,hành_động='Xem sản phẩm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='Silky'; từ_khóa='son lì'
5303,1498,Web,2025-04-05 11:39:55,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Nước hoa hồng'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
5304,1499,Meeting,2025-10-08 19:44:00,Tư vấn combo dưỡng da
5305,1499,Meeting,2025-10-09 06:57:00,Giới thiệu sản phẩm mới ra mắt
5306,1499,Social Media,2025-09-07 16:50:12,Tư vấn combo dưỡng da
5307,1499,Web,2025-09-02 23:49:32,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='trắng da'
5308,1499,Meeting,2025-10-09 09:03:00,Xác nhận tồn kho và thời gian giao hàng
5309,1499,Web,2025-10-08 23:27:00,hành_động='Bắt đầu thanh toán'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
5310,1500,Chat,2025-10-09 03:09:00,Xác nhận tồn kho và thời gian giao hàng
5311,1500,Email,2025-10-08 21:53:00,Tư vấn combo dưỡng da
5312,1500,Web,2025-07-31 05:02:13,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
5313,1500,Social Media,2025-09-17 12:46:36,Tư vấn combo dưỡng da
5314,1501,Call,2025-03-20 23:42:25,Xác nhận tồn kho và thời gian giao hàng
5315,1501,Social Media,2024-09-26 19:28:05,Phản hồi trải nghiệm sau khi mua
5316,1501,Social Media,2025-01-28 12:58:39,Tư vấn combo dưỡng da
5317,1501,Meeting,2024-09-12 18:53:09,Phản hồi trải nghiệm sau khi mua
5318,1501,Email,2024-12-06 17:24:33,Tư vấn combo dưỡng da
5319,1502,Chat,2023-07-02 13:14:49,Phản hồi trải nghiệm sau khi mua
5320,1502,Meeting,2023-08-03 14:41:07,Giới thiệu sản phẩm mới ra mắt
5321,1502,Chat,2023-04-09 01:23:11,Tư vấn combo dưỡng da
5322,1503,Social Media,2024-01-25 03:20:10,Tư vấn combo dưỡng da
5323,1503,Meeting,2024-01-16 21:28:06,Hỏi tình trạng da và gợi ý routine
5324,1504,Chat,2025-09-10 09:44:29,Tư vấn combo dưỡng da
5325,1504,Chat,2025-07-25 08:40:04,Tư vấn combo dưỡng da
5326,1504,Social Media,2025-03-23 19:24:51,Hỏi tình trạng da và gợi ý routine
5327,1505,Call,2024-12-16 23:32:40,Phản hồi trải nghiệm sau khi mua
5328,1505,Chat,2024-09-17 23:37:31,Hỏi tình trạng da và gợi ý routine
5329,1505,Email,2025-03-12 04:44:44,Giới thiệu sản phẩm mới ra mắt
5330,1505,Chat,2024-12-06 15:42:51,Gửi mã giảm giá 10% cho đơn đầu tiên
5331,1506,Email,2023-07-31 23:31:57,Xác nhận tồn kho và thời gian giao hàng
5332,1506,Chat,2023-05-11 08:55:59,Phản hồi trải nghiệm sau khi mua
5333,1506,Email,2023-06-30 11:53:02,Xác nhận tồn kho và thời gian giao hàng
5334,1507,Call,2025-10-08 23:12:00,Phản hồi trải nghiệm sau khi mua
5335,1507,Meeting,2025-06-01 08:05:36,Hỏi tình trạng da và gợi ý routine
5336,1508,Call,2023-12-06 11:29:42,Tư vấn combo dưỡng da
5337,1509,Social Media,2023-07-06 07:58:25,Gửi mã giảm giá 10% cho đơn đầu tiên
5338,1509,Call,2023-11-15 01:44:25,Phản hồi trải nghiệm sau khi mua
5339,1509,Social Media,2023-04-27 02:50:21,Tư vấn combo dưỡng da
5340,1509,Social Media,2023-08-22 04:52:21,Xác nhận tồn kho và thời gian giao hàng
5341,1510,Web,2024-07-25 12:05:36,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
5342,1510,Chat,2024-02-13 17:13:03,Giới thiệu sản phẩm mới ra mắt
5343,1510,Social Media,2024-02-26 10:39:35,Hỏi tình trạng da và gợi ý routine
5344,1510,Email,2024-10-15 17:07:43,Giới thiệu sản phẩm mới ra mắt
5345,1510,Call,2024-04-04 20:29:13,Xác nhận tồn kho và thời gian giao hàng
5346,1511,Social Media,2025-10-09 02:14:00,Xác nhận tồn kho và thời gian giao hàng
5347,1511,Chat,2025-10-09 05:09:00,Phản hồi trải nghiệm sau khi mua
5348,1511,Web,2025-09-19 15:44:53,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='son lì'
5349,1511,Meeting,2025-10-09 03:08:00,Xác nhận tồn kho và thời gian giao hàng
5350,1512,Web,2025-02-09 22:01:15,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Lumi'; từ_khóa='da nhạy cảm'
5351,1512,Call,2025-03-25 16:49:20,Xác nhận tồn kho và thời gian giao hàng
5352,1512,Web,2024-11-21 22:56:06,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Son lì tông nude'; thương_hiệu='HerbaCare'; từ_khóa='trị mụn'
5353,1513,Chat,2025-10-08 22:15:00,Giới thiệu sản phẩm mới ra mắt
5354,1514,Social Media,2024-04-27 04:55:45,Gửi mã giảm giá 10% cho đơn đầu tiên
5355,1514,Email,2024-12-18 16:30:32,Tư vấn combo dưỡng da
5356,1515,Chat,2023-03-24 15:53:29,Giới thiệu sản phẩm mới ra mắt
5357,1515,Social Media,2023-08-24 03:59:16,Gửi mã giảm giá 10% cho đơn đầu tiên
5358,1515,Web,2023-08-10 11:37:18,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Son lì tông nude'; thương_hiệu='Silky'; từ_khóa='son lì'
5359,1516,Meeting,2024-09-29 11:06:48,Giới thiệu sản phẩm mới ra mắt
5360,1516,Social Media,2024-06-12 14:16:01,Giới thiệu sản phẩm mới ra mắt
5361,1517,Call,2025-10-09 04:53:00,Xác nhận tồn kho và thời gian giao hàng
5362,1517,Email,2025-10-09 10:40:00,Giới thiệu sản phẩm mới ra mắt
5363,1517,Web,2025-07-27 17:40:34,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5364,1517,Email,2025-10-09 10:38:00,Tư vấn combo dưỡng da
5365,1517,Email,2025-07-30 18:51:09,Xác nhận tồn kho và thời gian giao hàng
5366,1518,Meeting,2024-06-27 07:52:47,Giới thiệu sản phẩm mới ra mắt
5367,1519,Social Media,2025-04-30 23:53:57,Phản hồi trải nghiệm sau khi mua
5368,1519,Call,2025-05-02 11:22:15,Gửi mã giảm giá 10% cho đơn đầu tiên
5369,1519,Meeting,2025-10-09 08:39:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5370,1519,Call,2025-10-09 06:21:00,Phản hồi trải nghiệm sau khi mua
5371,1519,Email,2025-10-09 00:17:00,Giới thiệu sản phẩm mới ra mắt
5372,1520,Chat,2024-11-13 18:15:29,Phản hồi trải nghiệm sau khi mua
5373,1520,Meeting,2024-07-22 07:57:03,Hỏi tình trạng da và gợi ý routine
5374,1520,Call,2024-11-22 13:49:50,Giới thiệu sản phẩm mới ra mắt
5375,1521,Web,2025-10-08 21:29:00,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
5376,1521,Call,2025-09-12 18:57:45,Hỏi tình trạng da và gợi ý routine
5377,1521,Email,2025-10-09 07:25:00,Hỏi tình trạng da và gợi ý routine
5378,1521,Web,2025-05-04 21:45:37,hành_động='Xem sản phẩm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
5379,1521,Email,2025-06-30 07:53:51,Phản hồi trải nghiệm sau khi mua
5380,1522,Web,2025-01-13 16:52:59,hành_động='Bắt đầu thanh toán'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='AquaSkin'; từ_khóa='trị mụn'
5381,1522,Meeting,2024-12-09 22:38:36,Phản hồi trải nghiệm sau khi mua
5382,1522,Chat,2024-10-13 23:36:32,Tư vấn combo dưỡng da
5383,1523,Social Media,2024-03-10 05:00:26,Xác nhận tồn kho và thời gian giao hàng
5384,1523,Email,2023-11-24 03:52:23,Phản hồi trải nghiệm sau khi mua
5385,1523,Email,2023-08-02 16:03:28,Gửi mã giảm giá 10% cho đơn đầu tiên
5386,1523,Email,2024-01-12 21:16:52,Phản hồi trải nghiệm sau khi mua
5387,1524,Call,2024-11-22 07:02:59,Gửi mã giảm giá 10% cho đơn đầu tiên
5388,1524,Chat,2025-02-01 23:49:06,Tư vấn combo dưỡng da
5389,1525,Web,2025-06-01 22:05:12,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
5390,1525,Call,2025-04-09 10:40:09,Hỏi tình trạng da và gợi ý routine
5391,1525,Chat,2025-07-09 08:34:43,Giới thiệu sản phẩm mới ra mắt
5392,1525,Meeting,2025-05-31 20:43:34,Xác nhận tồn kho và thời gian giao hàng
5393,1526,Chat,2025-10-09 07:29:00,Tư vấn combo dưỡng da
5394,1526,Meeting,2025-10-09 04:11:00,Giới thiệu sản phẩm mới ra mắt
5395,1527,Meeting,2025-07-08 13:07:29,Hỏi tình trạng da và gợi ý routine
5396,1527,Meeting,2025-09-06 03:31:23,Gửi mã giảm giá 10% cho đơn đầu tiên
5397,1527,Email,2025-10-09 02:01:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5398,1527,Call,2025-10-09 04:29:00,Phản hồi trải nghiệm sau khi mua
5399,1528,Call,2024-01-19 17:52:30,Gửi mã giảm giá 10% cho đơn đầu tiên
5400,1529,Social Media,2024-04-21 08:42:09,Xác nhận tồn kho và thời gian giao hàng
5401,1529,Chat,2024-03-01 11:15:18,Hỏi tình trạng da và gợi ý routine
5402,1529,Email,2023-09-30 12:45:31,Giới thiệu sản phẩm mới ra mắt
5403,1529,Email,2023-09-21 07:01:34,Hỏi tình trạng da và gợi ý routine
5404,1529,Meeting,2024-02-20 14:27:13,Giới thiệu sản phẩm mới ra mắt
5405,1529,Web,2024-01-13 04:42:19,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
5406,1530,Email,2024-02-08 10:51:22,Xác nhận tồn kho và thời gian giao hàng
5407,1530,Email,2024-03-02 04:17:46,Hỏi tình trạng da và gợi ý routine
5408,1530,Web,2024-05-17 15:01:16,hành_động='Bắt đầu thanh toán'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
5409,1530,Chat,2024-03-27 07:09:54,Hỏi tình trạng da và gợi ý routine
5410,1530,Meeting,2023-09-02 14:27:52,Hỏi tình trạng da và gợi ý routine
5411,1531,Email,2025-05-26 07:45:50,Gửi mã giảm giá 10% cho đơn đầu tiên
5412,1532,Meeting,2023-08-17 20:03:01,Gửi mã giảm giá 10% cho đơn đầu tiên
5413,1532,Social Media,2023-09-05 14:51:42,Xác nhận tồn kho và thời gian giao hàng
5414,1533,Web,2025-10-09 00:20:00,hành_động='Bắt đầu thanh toán'; sản_phẩm='Toner làm dịu'; thương_hiệu='HerbaCare'; từ_khóa='dưỡng ẩm'
5415,1533,Call,2025-10-09 00:53:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5416,1533,Chat,2025-10-08 23:24:00,Giới thiệu sản phẩm mới ra mắt
5417,1533,Social Media,2025-08-09 13:49:06,Hỏi tình trạng da và gợi ý routine
5418,1533,Email,2025-07-13 12:23:51,Gửi mã giảm giá 10% cho đơn đầu tiên
5419,1534,Call,2023-07-23 21:54:22,Hỏi tình trạng da và gợi ý routine
5420,1535,Email,2024-07-07 16:28:15,Tư vấn combo dưỡng da
5421,1535,Social Media,2023-10-24 04:21:38,Hỏi tình trạng da và gợi ý routine
5422,1535,Social Media,2024-01-25 01:11:08,Xác nhận tồn kho và thời gian giao hàng
5423,1536,Email,2024-06-21 22:41:17,Phản hồi trải nghiệm sau khi mua
5424,1536,Social Media,2023-09-27 12:42:18,Gửi mã giảm giá 10% cho đơn đầu tiên
5425,1537,Social Media,2024-10-24 09:40:04,Xác nhận tồn kho và thời gian giao hàng
5426,1537,Web,2024-05-03 05:48:28,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Toner làm dịu'; thương_hiệu='Silky'; từ_khóa='son lì'
5427,1538,Chat,2025-06-25 02:13:53,Hỏi tình trạng da và gợi ý routine
5428,1538,Social Media,2025-03-13 14:56:50,Giới thiệu sản phẩm mới ra mắt
5429,1538,Social Media,2025-07-27 17:20:54,Xác nhận tồn kho và thời gian giao hàng
5430,1538,Meeting,2025-10-08 20:12:00,Phản hồi trải nghiệm sau khi mua
5431,1538,Social Media,2025-05-25 07:37:46,Gửi mã giảm giá 10% cho đơn đầu tiên
5432,1538,Chat,2025-08-23 10:46:01,Gửi mã giảm giá 10% cho đơn đầu tiên
5433,1539,Email,2025-01-11 06:52:56,Gửi mã giảm giá 10% cho đơn đầu tiên
5434,1540,Meeting,2025-07-23 13:35:29,Hỏi tình trạng da và gợi ý routine
5435,1541,Meeting,2025-10-09 05:16:00,Giới thiệu sản phẩm mới ra mắt
5436,1541,Social Media,2025-10-09 07:22:00,Xác nhận tồn kho và thời gian giao hàng
5437,1542,Meeting,2024-04-01 20:09:03,Giới thiệu sản phẩm mới ra mắt
5438,1543,Email,2025-07-03 10:21:00,Phản hồi trải nghiệm sau khi mua
5439,1543,Social Media,2025-07-08 17:27:33,Tư vấn combo dưỡng da
5440,1544,Social Media,2024-11-07 06:15:17,Gửi mã giảm giá 10% cho đơn đầu tiên
5441,1544,Social Media,2025-06-05 14:30:51,Gửi mã giảm giá 10% cho đơn đầu tiên
5442,1544,Call,2024-08-29 11:08:28,Xác nhận tồn kho và thời gian giao hàng
5443,1544,Social Media,2025-05-12 20:26:33,Gửi mã giảm giá 10% cho đơn đầu tiên
5444,1544,Social Media,2025-06-10 08:48:10,Hỏi tình trạng da và gợi ý routine
5445,1545,Social Media,2025-10-09 06:32:00,Giới thiệu sản phẩm mới ra mắt
5446,1545,Social Media,2025-10-09 09:13:00,Gửi mã giảm giá 10% cho đơn đầu tiên
5447,1545,Chat,2025-10-09 02:05:00,Hỏi tình trạng da và gợi ý routine
5448,1546,Chat,2025-06-17 05:34:43,Giới thiệu sản phẩm mới ra mắt
